species_binomial,by_spec_grav,family,genus,species,species_abbr,wd_avg,all_names
annona reticulata,,Annonaceae,Annona,reticulata,reticulata,,anone reticulee
annona reticulata,,Annonaceae,Annona,reticulata,reticulata,,cachima
annona reticulata,,Annonaceae,Annona,reticulata,reticulata,,coeur de boeuf
annona rosei,,Annonaceae,Annona,rosei,rosei,,cachiman zombie
annona rosei,,Annonaceae,Annona,rosei,rosei,,kachiman zombi
annona salicifolia,,Annonaceae,Annona,salicifolia,salicifolia,,
annona spp.,0.4-0.5,Annonaceae,Annona,spp.,,0.45,kowosol
annona spp.,0.4-0.5,Annonaceae,Annona,spp.,,0.45,kachiman
annona spp.,0.4-0.5,Annonaceae,Annona,spp.,,0.45,ke bef
annona spp.,0.4-0.5,Annonaceae,Annona,spp.,,0.45,bwa kachiman
annona spp.,0.4-0.5,Annonaceae,Annona,spp.,,0.45,corossol
annona squamosa,,Annonaceae,Annona,squamosa,squamosa,,cachiman
annona squamosa,,Annonaceae,Annona,squamosa,squamosa,,cachiman cannelle
annona squamosa,,Annonaceae,Annona,squamosa,squamosa,,pomme de cannelle
annona squamosa,,Annonaceae,Annona,squamosa,squamosa,,kachiman kanel
annona squamosa,,Annonaceae,Annona,squamosa,squamosa,,pom kanel
annona urbaniana,,Annonaceae,Annona,urbaniana,urbaniana,,magerit
annona urbaniana,,Annonaceae,Annona,urbaniana,urbaniana,,cachiman marron
annona urbaniana,,Annonaceae,Annona,urbaniana,urbaniana,,marguerite
annona urbaniana,,Annonaceae,Annona,urbaniana,urbaniana,,kachiman mawon
antirhea lucida,,Rubiaceae,Antirhea,lucida,lucida,,bwa patat
antirhea lucida,,Rubiaceae,Antirhea,lucida,lucida,,zaboka mawon
antirhea lucida,,Rubiaceae,Antirhea,lucida,lucida,,avocat marron
antirhea lucida,,Rubiaceae,Antirhea,lucida,lucida,,bois patat
antirhea lucida,,Rubiaceae,Antirhea,lucida,lucida,,bois patate
antirhea lucida,,Rubiaceae,Antirhea,lucida,lucida,,zabocat marron
araucaria heterophylla,0.45,Araucariaceae,Araucaria,heterophylla,heterophylla,0.45,arokariya
araucaria heterophylla,0.45,Araucariaceae,Araucaria,heterophylla,heterophylla,0.45,araucaria
arcoa gonavensis,,Fabaceae,Arcoa,gonavensis,gonavensis,,tamarinde marron
arcoa gonavensis,,Fabaceae,Arcoa,gonavensis,gonavensis,,tamarinde mori
arcoa gonavensis,,Fabaceae,Arcoa,gonavensis,gonavensis,,tamarenn mawon
arcoa gonavensis,,Fabaceae,Arcoa,gonavensis,gonavensis,,tamarenn mowi
ardisia angustata,,Myrsinaceae,Ardisia,angustata,angustata,,bois tremble
ardisia angustata,,Myrsinaceae,Ardisia,angustata,angustata,,quatre chemins
ardisia angustata,,Myrsinaceae,Ardisia,angustata,angustata,,kat chemen
ardisia brachypoda,,Myrsinaceae,Ardisia,brachypoda,brachypoda,,
ardisia obovata,,Myrsinaceae,Ardisia,obovata,obovata,,
ardisia picardae,,Myrsinaceae,Ardisia,picardae,picardae,,bois de tremble
ardisia spp.,,Myrsinaceae,Ardisia,spp.,,,bwa tramble
ardisia spp.,,Myrsinaceae,Ardisia,spp.,,,bwa tremble
artocarpus altilis,,Moraceae,Artocarpus,altilis,altilis,,breadfruit: arne veritable
artocarpus altilis,,Moraceae,Artocarpus,altilis,altilis,,arbre apain
artocarpus altilis,,Moraceae,Artocarpus,altilis,altilis,,veritable
artocarpus altilis,,Moraceae,Artocarpus,altilis,altilis,,laba pen
artocarpus altilis,,Moraceae,Artocarpus,altilis,altilis,,lam veritab
artocarpus altilis,,Moraceae,Artocarpus,altilis,altilis,,veritab
artocarpus heterophyllus,,Moraceae,Artocarpus,heterophyllus,heterophyllus,,jaquier
artocarpus heterophyllus,,Moraceae,Artocarpus,heterophyllus,heterophyllus,,jakiye
artocarpus spp.,0.27-0.4,Moraceae,Artocarpus,spp.,,0.335,jakiye
artocarpus spp.,0.27-0.4,Moraceae,Artocarpus,spp.,,0.335,laba pen
artocarpus spp.,0.27-0.4,Moraceae,Artocarpus,spp.,,0.335,lam veritab
aspidosperma cuspa,,Apocynaceae,Aspidosperma,cuspa,cuspa,,laitye
aspidosperma cuspa,,Apocynaceae,Aspidosperma,cuspa,cuspa,,bois amer blanc
aspidosperma cuspa,,Apocynaceae,Aspidosperma,cuspa,cuspa,,madame jean
aspidosperma cuspa,,Apocynaceae,Aspidosperma,cuspa,cuspa,,madam jan
aspidosperma cuspa,,Apocynaceae,Aspidosperma,cuspa,cuspa,,bwa ame blan
aspidosperma cuspa,,Apocynaceae,Aspidosperma,cuspa,cuspa,,aspidosperma amer-blanc
aspidosperma cuspa,,Apocynaceae,Aspidosperma,cuspa,cuspa,,bois blanc amer
ateleia gummifer,,Fabaceae,Ateleia,gummifer,gummifer,,bwa santi
ateleia gummifer,,Fabaceae,Ateleia,gummifer,gummifer,,bois senti
ateleia gummifer,,Fabaceae,Ateleia,gummifer,gummifer,,bwa satsi
ateleia microcarpa,,Fabaceae,Ateleia,microcarpa,microcarpa,,
attalea crassispatha,,Arecaceae,Attalea,crassispatha,crassispatha,,carosse
attalea crassispatha,,Arecaceae,Attalea,crassispatha,crassispatha,,carossier
attalea crassispatha,,Arecaceae,Attalea,crassispatha,crassispatha,,petit coco
attalea crassispatha,,Arecaceae,Attalea,crassispatha,crassispatha,,kawos
attalea crassispatha,,Arecaceae,Attalea,crassispatha,crassispatha,,kawos etranje
attalea crassispatha,,Arecaceae,Attalea,crassispatha,crassispatha,,kawoziye
attalea crassispatha,,Arecaceae,Attalea,crassispatha,crassispatha,,ti koko
averrhoa bilimbi,,Oxalidaceae,Averrhoa,bilimbi,bilimbi,,blimblin
averrhoa bilimbi,,Oxalidaceae,Averrhoa,bilimbi,bilimbi,,blinblin
averrhoa bilimbi,,Oxalidaceae,Averrhoa,bilimbi,bilimbi,,zibeline
averrhoa bilimbi,,Oxalidaceae,Averrhoa,bilimbi,bilimbi,,zibeline blonde
averrhoa bilimbi,,Oxalidaceae,Averrhoa,bilimbi,bilimbi,,ziblinn blon
averrhoa carambola,,Oxalidaceae,Averrhoa,carambola,carambola,,karambola
averrhoa carambola,,Oxalidaceae,Averrhoa,carambola,carambola,,blinblin longue
averrhoa carambola,,Oxalidaceae,Averrhoa,carambola,carambola,,carambolier
averrhoa carambola,,Oxalidaceae,Averrhoa,carambola,carambola,,comichon du pays
averrhoa carambola,,Oxalidaceae,Averrhoa,carambola,carambola,,zibeline
averrhoa carambola,,Oxalidaceae,Averrhoa,carambola,carambola,,zibeline longue
averrhoa carambola,,Oxalidaceae,Averrhoa,carambola,carambola,,ziblinn long
averrhoa carambola,,Oxalidaceae,Averrhoa,carambola,carambola,,konichon peyi
averrhoa carambola,,Oxalidaceae,Averrhoa,carambola,carambola,,blinblin long
averrhoa spp.,,Oxalidaceae,Averrhoa,spp.,,,ziblinn
avicennia germinans,0.8-1,Verbenaceae,Avicennia,germinans,germinans,0.9,mang nwa
avicennia germinans,0.8-1,Verbenaceae,Avicennia,germinans,germinans,0.9,manglier noir
avicennia germinans,0.8-1,Verbenaceae,Avicennia,germinans,germinans,0.9,paletuvier
avicennia germinans,0.8-1,Verbenaceae,Avicennia,germinans,germinans,0.9,mang
avicennia germinans,0.8-1,Verbenaceae,Avicennia,germinans,germinans,0.9,mangliye
avicennia germinans,0.8-1,Verbenaceae,Avicennia,germinans,germinans,0.9,paletiviye
avicennia germinans,0.8-1,Verbenaceae,Avicennia,germinans,germinans,0.9,olive mangrove
avicennia spp.,,Verbenaceae,Avicennia,spp.,,,manglier noir
avicennia spp.,,Verbenaceae,Avicennia,spp.,,,paletuvier
azadirachta indica,0.52-0.65,Meliaceae,Azadirachta,indica,indica,0.585,nim
azadirachta indica,0.52-0.65,Meliaceae,Azadirachta,indica,indica,0.585,neem
azadirachta indica,0.52-0.65,Meliaceae,Azadirachta,indica,indica,0.585,neeb
azadirachta indica,0.52-0.65,Meliaceae,Azadirachta,indica,indica,0.585,nimba
azadirachta indica,0.52-0.65,Meliaceae,Azadirachta,indica,indica,0.585,neem/lila
bactris plumeriana,,Arecaceae,Bactris,plumeriana,plumeriana,,canne de tobago
bactris plumeriana,,Arecaceae,Bactris,plumeriana,plumeriana,,coco macaque
bactris plumeriana,,Arecaceae,Bactris,plumeriana,plumeriana,,petit crocro
bactris plumeriana,,Arecaceae,Bactris,plumeriana,plumeriana,,ti kwoko
bactris plumeriana,,Arecaceae,Bactris,plumeriana,plumeriana,,koko makak
bambusa vulgaris,,Poaceae,Bambusa,vulgaris,vulgaris,,bambou
barringtonia asiatica,,Lecythidaceae,Barringtonia,asiatica,asiatica,,
bauhinia divaricata,,Fabaceae,Bauhinia,divaricata,divaricata,,bois caleyon
bauhinia divaricata,,Fabaceae,Bauhinia,divaricata,divaricata,,collegue
bauhinia divaricata,,Fabaceae,Bauhinia,divaricata,divaricata,,collegue matourin
bauhinia divaricata,,Fabaceae,Bauhinia,divaricata,divaricata,,matourin
bauhinia divaricata,,Fabaceae,Bauhinia,divaricata,divaricata,,petit caleyon
bauhinia divaricata,,Fabaceae,Bauhinia,divaricata,divaricata,,bwa kalson
bauhinia divaricata,,Fabaceae,Bauhinia,divaricata,divaricata,,koleg
bauhinia divaricata,,Fabaceae,Bauhinia,divaricata,divaricata,,matouren
bauhinia divaricata,,Fabaceae,Bauhinia,divaricata,divaricata,,ti kalson
bauhinia monandra,,Fabaceae,Bauhinia,monandra,monandra,,de jimel
bauhinia monandra,,Fabaceae,Bauhinia,monandra,monandra,,jimel
bauhinia monandra,,Fabaceae,Bauhinia,monandra,monandra,,caractere des hommes
bauhinia monandra,,Fabaceae,Bauhinia,monandra,monandra,,deux jumelles
bauhinia monandra,,Fabaceae,Bauhinia,monandra,monandra,,jumelle
bauhinia monandra,,Fabaceae,Bauhinia,monandra,monandra,,karakte dezom
bauhinia variegata,,Fabaceae,Bauhinia,variegata,variegata,,
beilschmiedia pendula,0.54,Lauraceae,Beilschmiedia,pendula,pendula,0.54,bwa nwa
beilschmiedia pendula,0.54,Lauraceae,Beilschmiedia,pendula,pendula,0.54,bois noir
beilschmiedia pendula,0.54,Lauraceae,Beilschmiedia,pendula,pendula,0.54,laurier rouge
bernardia dichotoma,,Euphorbiaceae,Bernardia,dichotoma,dichotoma,,
bixa orellana,0.4,Bixaceae,Bixa,orellana,orellana,0.4,woukou
bixa orellana,0.4,Bixaceae,Bixa,orellana,orellana,0.4,chiote
bixa orellana,0.4,Bixaceae,Bixa,orellana,orellana,0.4,roucou
bixa orellana,0.4,Bixaceae,Bixa,orellana,orellana,0.4,roucouyer
bixa orellana,0.4,Bixaceae,Bixa,orellana,orellana,0.4,chiot
bixa urucurana,,Bixaceae,Bixa,urucurana,urucurana,,chiot
bixa urucurana,,Bixaceae,Bixa,urucurana,urucurana,,woukou
blechnum underwoodianum,,Blechnaceae,Blechnum,underwoodianum,underwoodianum,,
blighia sapida,,Sapindaceae,Blighia,sapida,sapida,,aki
blighia sapida,,Sapindaceae,Blighia,sapida,sapida,,arbre-a-fricasser
blighia sapida,,Sapindaceae,Blighia,sapida,sapida,,laba fwikase
blighia sapida,,Sapindaceae,Blighia,sapida,sapida,,abi
bocconia frutescens,,Papaveraceae,Bocconia,frutescens,frutescens,,bwa jonis
bocconia frutescens,,Papaveraceae,Bocconia,frutescens,frutescens,,bwa kok denn
bocconia frutescens,,Papaveraceae,Bocconia,frutescens,frutescens,,arbre a pain
bocconia frutescens,,Papaveraceae,Bocconia,frutescens,frutescens,,bois codine
bocconia frutescens,,Papaveraceae,Bocconia,frutescens,frutescens,,bois coq d'inde
bocconia frutescens,,Papaveraceae,Bocconia,frutescens,frutescens,,bois de coq
bocconia frutescens,,Papaveraceae,Bocconia,frutescens,frutescens,,bois jaunisse
bocconia frutescens,,Papaveraceae,Bocconia,frutescens,frutescens,,bwa kodinn
bocconia frutescens,,Papaveraceae,Bocconia,frutescens,frutescens,,bwa kok
bocconia frutescens,,Papaveraceae,Bocconia,frutescens,frutescens,,laba pen
bocconia frutescens,,Papaveraceae,Bocconia,frutescens,frutescens,,bocconie bois-de-coq
bocconia frutescens,,Papaveraceae,Bocconia,frutescens,frutescens,,bois coq d’inde
bocconia frutescens,,Papaveraceae,Bocconia,frutescens,frutescens,,bwa jones
bombacopsis emarginata,,Bombacaceae,Bombacopsis,emarginata,emarginata,,colorade
bombacopsis emarginata,,Bombacaceae,Bombacopsis,emarginata,emarginata,,kolorad
bontia daphnoides,,Myoporaceae,Bontia,daphnoides,daphnoides,,doliv bata
bontia daphnoides,,Myoporaceae,Bontia,daphnoides,daphnoides,,mang mawon
bontia daphnoides,,Myoporaceae,Bontia,daphnoides,daphnoides,,mangle blanc
bontia daphnoides,,Myoporaceae,Bontia,daphnoides,daphnoides,,manglier marron
bontia daphnoides,,Myoporaceae,Bontia,daphnoides,daphnoides,,olivier batard
bontia daphnoides,,Myoporaceae,Bontia,daphnoides,daphnoides,,mang blan
bontia daphnoides,,Myoporaceae,Bontia,daphnoides,daphnoides,,olivye bata
bontia daphnoides,,Myoporaceae,Bontia,daphnoides,daphnoides,,mang’blanc
bourreria baccata,,Boraginaceae,Bourreria,baccata,baccata,,cafe marron
bourreria baccata,,Boraginaceae,Bourreria,baccata,baccata,,madame jeanne
bourreria baccata,,Boraginaceae,Bourreria,baccata,baccata,,mapon gris
bourreria baccata,,Boraginaceae,Bourreria,baccata,baccata,,mapou gris
bourreria baccata,,Boraginaceae,Bourreria,baccata,baccata,,kafe mawon
bourreria baccata,,Boraginaceae,Bourreria,baccata,baccata,,mapou gri
bourreria spp.,,Boraginaceae,Bourreria,spp.,,,kafe mawon
bourreria spp.,,Boraginaceae,Bourreria,spp.,,,mapou gri
bourreria spp.,,Boraginaceae,Bourreria,spp.,,,bourreria
bourreria spp.,,Boraginaceae,Bourreria,spp.,,,cafe marron
bourreria spp.,,Boraginaceae,Bourreria,spp.,,,mapou gris
bourreria succulenta,,Boraginaceae,Bourreria,succulenta,succulenta,,cafe marron
bourreria succulenta,,Boraginaceae,Bourreria,succulenta,succulenta,,mapou gris
bourreria succulenta,,Boraginaceae,Bourreria,succulenta,succulenta,,kafe mawon
bourreria succulenta,,Boraginaceae,Bourreria,succulenta,succulenta,,mapou gri
bourreria virgata,,Boraginaceae,Bourreria,virgata,virgata,,
brassaia actinophylla,,Araliaceae,Brassaia,actinophylla,actinophylla,,schefflera
brunellia comocladiifolia,0.3,Cunoniaceae,Brunellia,comocladiifolia,comocladiifolia,0.3,bwa mabel
brunellia comocladiifolia,0.3,Cunoniaceae,Brunellia,comocladiifolia,comocladiifolia,0.3,bois mabel
brunellia comocladiifolia,0.3,Cunoniaceae,Brunellia,comocladiifolia,comocladiifolia,0.3,brunellie bois-mabel
brunellia comocladiifolia,0.3,Cunoniaceae,Brunellia,comocladiifolia,comocladiifolia,0.3,bois de houx
brunellia comocladiifolia,0.3,Cunoniaceae,Brunellia,comocladiifolia,comocladiifolia,0.3,mabe
brunfelsia americana,,Solanaceae,Brunfelsia,americana,americana,,
buchenavia capitata,0.52-0.65,Combretaceae,Buchenavia,capitata,capitata,0.585,bwa mago
buchenavia capitata,0.52-0.65,Combretaceae,Buchenavia,capitata,capitata,0.585,grigri jon
buchenavia capitata,0.52-0.65,Combretaceae,Buchenavia,capitata,capitata,0.585,bois gris-gris
buchenavia capitata,0.52-0.65,Combretaceae,Buchenavia,capitata,capitata,0.585,bois margot
buchenavia capitata,0.52-0.65,Combretaceae,Buchenavia,capitata,capitata,0.585,gris-gris
buchenavia capitata,0.52-0.65,Combretaceae,Buchenavia,capitata,capitata,0.585,gris-gris jaune
buchenavia capitata,0.52-0.65,Combretaceae,Buchenavia,capitata,capitata,0.585,bwa grigri
buchenavia capitata,0.52-0.65,Combretaceae,Buchenavia,capitata,capitata,0.585,grigri
buchenavia tetraphylla,,Combretaceae,Buchenavia,tetraphylla,tetraphylla,,bois grigri
buchenavia tetraphylla,,Combretaceae,Buchenavia,tetraphylla,tetraphylla,,bois gris
buchenavia tetraphylla,,Combretaceae,Buchenavia,tetraphylla,tetraphylla,,bois gris-gris
buchenavia tetraphylla,,Combretaceae,Buchenavia,tetraphylla,tetraphylla,,bois margot
buchenavia tetraphylla,,Combretaceae,Buchenavia,tetraphylla,tetraphylla,,bois rada
buchenavia tetraphylla,,Combretaceae,Buchenavia,tetraphylla,tetraphylla,,gri-gri
buchenavia tetraphylla,,Combretaceae,Buchenavia,tetraphylla,tetraphylla,,gris-gris
buchenavia tetraphylla,,Combretaceae,Buchenavia,tetraphylla,tetraphylla,,gris-gris jaune
buchenavia tetraphylla,,Combretaceae,Buchenavia,tetraphylla,tetraphylla,,bwa grigri
buchenavia tetraphylla,,Combretaceae,Buchenavia,tetraphylla,tetraphylla,,bwa mago
buchenavia tetraphylla,,Combretaceae,Buchenavia,tetraphylla,tetraphylla,,bwa mango
buchenavia tetraphylla,,Combretaceae,Buchenavia,tetraphylla,tetraphylla,,grigri
buchenavia tetraphylla,,Combretaceae,Buchenavia,tetraphylla,tetraphylla,,gri-gri jon
bucida buceras,0.75-0.93,Combretaceae,Bucida,buceras,buceras,0.8400000000000001,grigri mon
bucida buceras,0.75-0.93,Combretaceae,Bucida,buceras,buceras,0.8400000000000001,bwa grigri
bucida buceras,0.75-0.93,Combretaceae,Bucida,buceras,buceras,0.8400000000000001,bois gris-gris
bucida buceras,0.75-0.93,Combretaceae,Bucida,buceras,buceras,0.8400000000000001,bois margot
bucida buceras,0.75-0.93,Combretaceae,Bucida,buceras,buceras,0.8400000000000001,gris-gris des montagnes
bucida buceras,0.75-0.93,Combretaceae,Bucida,buceras,buceras,0.8400000000000001,gue-gue
bucida buceras,0.75-0.93,Combretaceae,Bucida,buceras,buceras,0.8400000000000001,grigri
bucida buceras,0.75-0.93,Combretaceae,Bucida,buceras,buceras,0.8400000000000001,bwa mago
bucida buceras,0.75-0.93,Combretaceae,Bucida,buceras,buceras,0.8400000000000001,gege
bucida buceras,0.75-0.93,Combretaceae,Bucida,buceras,buceras,0.8400000000000001,bucida grignon
bucida buceras,0.75-0.93,Combretaceae,Bucida,buceras,buceras,0.8400000000000001,bois-gli
bucida buceras,0.75-0.93,Combretaceae,Bucida,buceras,buceras,0.8400000000000001,bois gri-gri
bucida buceras,0.75-0.93,Combretaceae,Bucida,buceras,buceras,0.8400000000000001,bois grigri
bucida buceras,0.75-0.93,Combretaceae,Bucida,buceras,buceras,0.8400000000000001,gri-gri
bucida buceras,0.75-0.93,Combretaceae,Bucida,buceras,buceras,0.8400000000000001,gue gue
bucida buceras,0.75-0.93,Combretaceae,Bucida,buceras,buceras,0.8400000000000001,grigri grigri mon
bucida spinosa,,Combretaceae,Bucida,spinosa,spinosa,,
bumelia cubensis,,Sapotaceae,Bumelia,cubensis,cubensis,,bwa denn
bumelia cubensis,,Sapotaceae,Bumelia,cubensis,cubensis,,bois d'inde
bumelia cubensis,,Sapotaceae,Bumelia,cubensis,cubensis,,tiquimite
bumelia cubensis,,Sapotaceae,Bumelia,cubensis,cubensis,,tikimit
bumelia obovata,,Sapotaceae,Bumelia,obovata,obovata,,
bumelia salicifolia,0.9-0.99,Sapotaceae,Bumelia,salicifolia,salicifolia,0.9450000000000001,koma wouj
bumelia salicifolia,0.9-0.99,Sapotaceae,Bumelia,salicifolia,salicifolia,0.9450000000000001,sip
bumelia salicifolia,0.9-0.99,Sapotaceae,Bumelia,salicifolia,salicifolia,0.9450000000000001,bwa sip
bumelia salicifolia,0.9-0.99,Sapotaceae,Bumelia,salicifolia,salicifolia,0.9450000000000001,acomat marron
bumelia salicifolia,0.9-0.99,Sapotaceae,Bumelia,salicifolia,salicifolia,0.9450000000000001,acomat rouge
bumelia salicifolia,0.9-0.99,Sapotaceae,Bumelia,salicifolia,salicifolia,0.9450000000000001,m'panache
bumelia salicifolia,0.9-0.99,Sapotaceae,Bumelia,salicifolia,salicifolia,0.9450000000000001,sapotille marron
bumelia salicifolia,0.9-0.99,Sapotaceae,Bumelia,salicifolia,salicifolia,0.9450000000000001,sapotillier marron
bumelia salicifolia,0.9-0.99,Sapotaceae,Bumelia,salicifolia,salicifolia,0.9450000000000001,akoma
bumelia salicifolia,0.9-0.99,Sapotaceae,Bumelia,salicifolia,salicifolia,0.9450000000000001,akoma mawon
bumelia salicifolia,0.9-0.99,Sapotaceae,Bumelia,salicifolia,salicifolia,0.9450000000000001,akoma wouj
bumelia salicifolia,0.9-0.99,Sapotaceae,Bumelia,salicifolia,salicifolia,0.9450000000000001,mpanash
bumelia salicifolia,0.9-0.99,Sapotaceae,Bumelia,salicifolia,salicifolia,0.9450000000000001,sapoti mawon
bumelia salicifolia,0.9-0.99,Sapotaceae,Bumelia,salicifolia,salicifolia,0.9450000000000001,bwa satsi
bunchosia glandulifera,,,Bunchosia,glandulifera,glandulifera,,bois senti
bunchosia glandulosa,,Malpighiaceae,Bunchosia,glandulosa,glandulosa,,bwa kaka
bunchosia glandulosa,,Malpighiaceae,Bunchosia,glandulosa,glandulosa,,bwa poulet
bunchosia glandulosa,,Malpighiaceae,Bunchosia,glandulosa,glandulosa,,bois caca
bunchosia glandulosa,,Malpighiaceae,Bunchosia,glandulosa,glandulosa,,bois poulette
bunchosia glandulosa,,Malpighiaceae,Bunchosia,glandulosa,glandulosa,,bunchosia glanduleux
bunchosia glandulosa,,Malpighiaceae,Bunchosia,glandulosa,glandulosa,,bois senti
bunchosia media,,Malpighiaceae,Bunchosia,media,media,,bwa santi
bunchosia media,,Malpighiaceae,Bunchosia,media,media,,bois senti
bunchosia media,,Malpighiaceae,Bunchosia,media,media,,bwa satsi
bunchosia nitida,,Malpighiaceae,Bunchosia,nitida,nitida,,bwa santi
bunchosia nitida,,Malpighiaceae,Bunchosia,nitida,nitida,,bois ami
bunchosia nitida,,Malpighiaceae,Bunchosia,nitida,nitida,,bois senti
bunchosia nitida,,Malpighiaceae,Bunchosia,nitida,nitida,,caiman franc
bunchosia nitida,,Malpighiaceae,Bunchosia,nitida,nitida,,merde rouge de la montagne
bunchosia nitida,,Malpighiaceae,Bunchosia,nitida,nitida,,bwa ami
bunchosia nitida,,Malpighiaceae,Bunchosia,nitida,nitida,,kayman fran
bunchosia nitida,,Malpighiaceae,Bunchosia,nitida,nitida,,bunchosia luisant
bunchosia nitida,,Malpighiaceae,Bunchosia,nitida,nitida,,bunchosia a feuilles corniculees
bunchosia spp.,,,Bunchosia,spp.,,,bwa santi
bursera simaruba,0.26-0.4,Burseraceae,Bursera,simaruba,simaruba,0.33,gomye
bursera simaruba,0.26-0.4,Burseraceae,Bursera,simaruba,simaruba,0.33,bois d'encens
bursera simaruba,0.26-0.4,Burseraceae,Bursera,simaruba,simaruba,0.33,chiboue
bursera simaruba,0.26-0.4,Burseraceae,Bursera,simaruba,simaruba,0.33,chique
bursera simaruba,0.26-0.4,Burseraceae,Bursera,simaruba,simaruba,0.33,gommier
bursera simaruba,0.26-0.4,Burseraceae,Bursera,simaruba,simaruba,0.33,gommier blanc
bursera simaruba,0.26-0.4,Burseraceae,Bursera,simaruba,simaruba,0.33,gommier rouge
bursera simaruba,0.26-0.4,Burseraceae,Bursera,simaruba,simaruba,0.33,chibou
bursera simaruba,0.26-0.4,Burseraceae,Bursera,simaruba,simaruba,0.33,chik
bursera simaruba,0.26-0.4,Burseraceae,Bursera,simaruba,simaruba,0.33,gomye blan
bursera simaruba,0.26-0.4,Burseraceae,Bursera,simaruba,simaruba,0.33,gomye wouj
bursera simaruba,0.26-0.4,Burseraceae,Bursera,simaruba,simaruba,0.33,bois d’encens
bursera simaruba,0.26-0.4,Burseraceae,Bursera,simaruba,simaruba,0.33,cachibou
bursera simaruba,0.26-0.4,Burseraceae,Bursera,simaruba,simaruba,0.33,ciave
bursera simaruba,0.26-0.4,Burseraceae,Bursera,simaruba,simaruba,0.33,gommier batard
bursera simaruba,0.26-0.4,Burseraceae,Bursera,simaruba,simaruba,0.33,gommier blan
bursera simaruba,0.26-0.4,Burseraceae,Bursera,simaruba,simaruba,0.33,dibit-kra
bursera simaruba,0.26-0.4,Burseraceae,Bursera,simaruba,simaruba,0.33,doritska
bursera simaruba,0.26-0.4,Burseraceae,Bursera,simaruba,simaruba,0.33,bursera
buxus glomerata,,Buxaceae,Buxus,glomerata,glomerata,,bois petite feuille
buxus spp. ,,Buxaceae,Buxus,spp.,,,bwa ti fey
buxus spp. ,,Buxaceae,Buxus,spp.,,,bwatifey
byra buxifolia,,Fabaceae,Byra,buxifolia,buxifolia,,galle-galle
byra buxifolia,,Fabaceae,Byra,buxifolia,buxifolia,,galgal
byrsonima coriacea,,Malpighiaceae,Byrsonima,coriacea,coriacea,,bois come
byrsonima crassifolia,0.7,Malpighiaceae,Byrsonima,crassifolia,crassifolia,0.7,
byrsonima lucida,,Malpighiaceae,Byrsonima,lucida,lucida,,
byrsonima spicata,0.52-0.65,Malpighiaceae,Byrsonima,spicata,spicata,0.585,liann kolik
byrsonima spicata,0.52-0.65,Malpighiaceae,Byrsonima,spicata,spicata,0.585,liann towo
byrsonima spicata,0.52-0.65,Malpighiaceae,Byrsonima,spicata,spicata,0.585,towo tig
byrsonima spicata,0.52-0.65,Malpighiaceae,Byrsonima,spicata,spicata,0.585,liane a coliques
byrsonima spicata,0.52-0.65,Malpighiaceae,Byrsonima,spicata,spicata,0.585,liane taureau
byrsonima spicata,0.52-0.65,Malpighiaceae,Byrsonima,spicata,spicata,0.585,taureau-tigre
byrsonima spicata,0.52-0.65,Malpighiaceae,Byrsonima,spicata,spicata,0.585,lian towo
byrsonima spicata,0.52-0.65,Malpighiaceae,Byrsonima,spicata,spicata,0.585,bois corne
byrsonima spicata,0.52-0.65,Malpighiaceae,Byrsonima,spicata,spicata,0.585,lian kolik
byrsonima spp.,,Malpighiaceae,Byrsonima,spp.,,,bwa kon
caesalpinia bahamensis,,Fabaceae,Caesalpinia,bahamensis,bahamensis,,brasil
caesalpinia barahonensis,,Fabaceae,Caesalpinia,barahonensis,barahonensis,,bresillet
caesalpinia barahonensis,,Fabaceae,Caesalpinia,barahonensis,barahonensis,,brasil
caesalpinia bonduc,,Fabaceae,Caesalpinia,bonduc,bonduc,,canique
caesalpinia bonduc,,Fabaceae,Caesalpinia,bonduc,bonduc,,graines quinique
caesalpinia bonduc,,Fabaceae,Caesalpinia,bonduc,bonduc,,quinique
caesalpinia bonduc,,Fabaceae,Caesalpinia,bonduc,bonduc,,quinique jaune
caesalpinia bonduc,,Fabaceae,Caesalpinia,bonduc,bonduc,,grenn kinik
caesalpinia bonduc,,Fabaceae,Caesalpinia,bonduc,bonduc,,kanik
caesalpinia bonduc,,Fabaceae,Caesalpinia,bonduc,bonduc,,kinik
caesalpinia bonduc,,Fabaceae,Caesalpinia,bonduc,bonduc,,kinik jon
caesalpinia bonduc,,Fabaceae,Caesalpinia,bonduc,bonduc,,grenn kininn
caesalpinia brasilensis,,Fabaceae,Caesalpinia,brasilensis,brasilensis,,bresillet
caesalpinia ciliata,,Fabaceae,Caesalpinia,ciliata,ciliata,,canique
caesalpinia ciliata,,Fabaceae,Caesalpinia,ciliata,ciliata,,ouary
caesalpinia ciliata,,Fabaceae,Caesalpinia,ciliata,ciliata,,quinique
caesalpinia ciliata,,Fabaceae,Caesalpinia,ciliata,ciliata,,quinique jaune
caesalpinia ciliata,,Fabaceae,Caesalpinia,ciliata,ciliata,,kanik
caesalpinia ciliata,,Fabaceae,Caesalpinia,ciliata,ciliata,,kinik
caesalpinia ciliata,,Fabaceae,Caesalpinia,ciliata,ciliata,,kinik jon
caesalpinia ciliata,,Fabaceae,Caesalpinia,ciliata,ciliata,,wawi
caesalpinia coriaria,0.9-1.2,Fabaceae,Caesalpinia,coriaria,coriaria,1.05,divi divi
